Frames,Total Rotations,Average time per rotation (s),Rotations per 20 seconds,Mouse number,Hemisphere,Brain region,Stimulation,Time stim is ON (s),Session #,Control #,File name path,Video file,Time stim is OFF (s)
1500,4.183975724288242,14.340427371912371,1.3946585747627471,89,L,VLSD2,50hz,,,4.0,/Volumes/Data/89/89_L_VLS_50hz.h5,89_L_VLS_50hz,60.0
375,-1.159601543410036,-12.935477781350269,-1.5461353912133813,89,L,VLSD2,50hz,,,1.0,/Volumes/Data/89/89_L_VLS_50hz_2.h5,89_L_VLS_50hz_2,15.0
500,0.0778986824548357,256.74375188047185,0.0778986824548357,89,L,VLSD2,50hz,20.0,1.0,,/Volumes/Data/89/89_L_VLS_50hz_2.h5,89_L_VLS_50hz_2,
1500,2.7044619702042803,22.185558776952565,0.9014873234014268,89,L,VLSD2,50hz,,,2.0,/Volumes/Data/89/89_L_VLS_50hz_2.h5,89_L_VLS_50hz_2,60.0
500,0.0132995533493229,1503.809900579713,0.0132995533493229,89,L,VLSD2,50hz,20.0,2.0,,/Volumes/Data/89/89_L_VLS_50hz_2.h5,89_L_VLS_50hz_2,
1500,-0.3124536737447997,-192.02846707126804,-0.1041512245815999,89,L,VLSD2,50hz,,,3.0,/Volumes/Data/89/89_L_VLS_50hz_2.h5,89_L_VLS_50hz_2,60.0
500,-0.3536880656017387,-56.54700269847521,-0.3536880656017387,89,L,VLSD2,50hz,20.0,3.0,,/Volumes/Data/89/89_L_VLS_50hz_2.h5,89_L_VLS_50hz_2,
1500,-2.0914028077024454,-28.68887800046241,-0.6971342692341485,89,L,VLSD2,50hz,,,4.0,/Volumes/Data/89/89_L_VLS_50hz_2.h5,89_L_VLS_50hz_2,60.0
375,-1.0631552738064405,-14.108945672907346,-1.4175403650752536,89,R,VLSD2,50hz,,,1.0,/Volumes/Data/89/89_R_VLS_50hz_2.h5,89_R_VLS_50hz_2,15.0
500,0.4458890556822512,44.854206994155,0.4458890556822512,89,R,VLSD2,50hz,20.0,1.0,,/Volumes/Data/89/89_R_VLS_50hz_2.h5,89_R_VLS_50hz_2,
1500,-0.7624180871360796,-78.69697874742437,-0.2541393623786931,89,R,VLSD2,50hz,,,2.0,/Volumes/Data/89/89_R_VLS_50hz_2.h5,89_R_VLS_50hz_2,60.0
500,1.156247096835201,17.297340728242784,1.156247096835201,89,R,VLSD2,50hz,20.0,2.0,,/Volumes/Data/89/89_R_VLS_50hz_2.h5,89_R_VLS_50hz_2,
1500,-1.0626157577154776,-56.46443652312692,-0.3542052525718258,89,R,VLSD2,50hz,,,3.0,/Volumes/Data/89/89_R_VLS_50hz_2.h5,89_R_VLS_50hz_2,60.0
500,0.3445048643660579,58.05433266320662,0.3445048643660579,89,R,VLSD2,50hz,20.0,3.0,,/Volumes/Data/89/89_R_VLS_50hz_2.h5,89_R_VLS_50hz_2,
1500,3.3944349801253857,17.675990364023317,1.1314783267084618,89,R,VLSD2,50hz,,,4.0,/Volumes/Data/89/89_R_VLS_50hz_2.h5,89_R_VLS_50hz_2,60.0
375,2.316031092275252,6.476596989578455,3.088041456367003,89,R,VLSD2,50hz,,,1.0,/Volumes/Data/89/89_R_VLS_50hz.h5,89_R_VLS_50hz,15.0
500,-0.2281320495457666,-87.6685237336094,-0.2281320495457666,89,R,VLSD2,50hz,20.0,1.0,,/Volumes/Data/89/89_R_VLS_50hz.h5,89_R_VLS_50hz,
1500,0.583336141406712,102.8566477216898,0.1944453804689039,89,R,VLSD2,50hz,,,2.0,/Volumes/Data/89/89_R_VLS_50hz.h5,89_R_VLS_50hz,60.0
500,2.398888278858825,8.33719526509763,2.398888278858825,89,R,VLSD2,50hz,20.0,2.0,,/Volumes/Data/89/89_R_VLS_50hz.h5,89_R_VLS_50hz,
1500,-0.7289123716410509,-82.31442123134478,-0.2429707905470169,89,R,VLSD2,50hz,,,3.0,/Volumes/Data/89/89_R_VLS_50hz.h5,89_R_VLS_50hz,60.0
500,1.1410877618507138,17.52713565831456,1.1410877618507138,89,R,VLSD2,50hz,20.0,3.0,,/Volumes/Data/89/89_R_VLS_50hz.h5,89_R_VLS_50hz,
1500,-2.449248954411348,-24.4973055482718,-0.8164163181371159,89,R,VLSD2,50hz,,,4.0,/Volumes/Data/89/89_R_VLS_50hz.h5,89_R_VLS_50hz,60.0
375,0.178953094259326,83.82084736832253,0.2386041256791013,88,R,VLSD2,50hz,,,1.0,/Volumes/Data/88/88_R_VLS_50hz.h5,88_R_VLS_50hz,15.0
500,1.740246575267101,11.492624254657883,1.740246575267101,88,R,VLSD2,50hz,20.0,1.0,,/Volumes/Data/88/88_R_VLS_50hz.h5,88_R_VLS_50hz,
1500,-0.2450151057232221,-244.8828606827946,-0.0816717019077407,88,R,VLSD2,50hz,,,2.0,/Volumes/Data/88/88_R_VLS_50hz.h5,88_R_VLS_50hz,60.0
500,2.050584001232762,9.753319048610775,2.050584001232762,88,R,VLSD2,50hz,20.0,2.0,,/Volumes/Data/88/88_R_VLS_50hz.h5,88_R_VLS_50hz,
1500,0.5848308139094053,102.5937734007539,0.1949436046364684,88,R,VLSD2,50hz,,,3.0,/Volumes/Data/88/88_R_VLS_50hz.h5,88_R_VLS_50hz,60.0
500,-0.0554360426212328,-360.77611341506,-0.0554360426212328,88,R,VLSD2,50hz,20.0,3.0,,/Volumes/Data/88/88_R_VLS_50hz.h5,88_R_VLS_50hz,
1500,-0.4529020917262766,-132.47896420902953,-0.1509673639087588,88,R,VLSD2,50hz,,,4.0,/Volumes/Data/88/88_R_VLS_50hz.h5,88_R_VLS_50hz,60.0
375,1.4138727971013296,10.609158073309318,1.88516372946844,88,L,VLSD2,50hz,,,1.0,/Volumes/Data/88/88_L_VLS_50hz_2.h5,88_L_VLS_50hz_2,15.0
500,-5.70303050962971,-3.5069074181226103,-5.703030509629709,88,L,VLSD2,50hz,20.0,1.0,,/Volumes/Data/88/88_L_VLS_50hz_2.h5,88_L_VLS_50hz_2,
1500,1.170961512302661,51.23994202167395,0.390320504100887,88,L,VLSD2,50hz,,,2.0,/Volumes/Data/88/88_L_VLS_50hz_2.h5,88_L_VLS_50hz_2,60.0
500,-3.790827572524743,-5.275892827454488,-3.7908275725247433,88,L,VLSD2,50hz,20.0,2.0,,/Volumes/Data/88/88_L_VLS_50hz_2.h5,88_L_VLS_50hz_2,
1500,1.6308292641619588,36.79109844207539,0.543609754720653,88,L,VLSD2,50hz,,,3.0,/Volumes/Data/88/88_L_VLS_50hz_2.h5,88_L_VLS_50hz_2,60.0
500,-4.310969287052251,-4.639327879247215,-4.310969287052251,88,L,VLSD2,50hz,20.0,3.0,,/Volumes/Data/88/88_L_VLS_50hz_2.h5,88_L_VLS_50hz_2,
1500,0.6048020489327341,99.206013117646,0.201600682977578,88,L,VLSD2,50hz,,,4.0,/Volumes/Data/88/88_L_VLS_50hz_2.h5,88_L_VLS_50hz_2,60.0
375,0.8161987106156987,18.37787759880773,1.0882649474875985,88,R,VLSD2,50hz,,,1.0,/Volumes/Data/88/88_R_VLS_50hz_2.h5,88_R_VLS_50hz_2,15.0
500,1.1845320102078476,16.884305217290528,1.1845320102078476,88,R,VLSD2,50hz,20.0,1.0,,/Volumes/Data/88/88_R_VLS_50hz_2.h5,88_R_VLS_50hz_2,
1500,-0.5165369983688655,-116.1581845820718,-0.1721789994562884,88,R,VLSD2,50hz,,,2.0,/Volumes/Data/88/88_R_VLS_50hz_2.h5,88_R_VLS_50hz_2,60.0
500,4.290181558626222,4.661807367985677,4.290181558626222,88,R,VLSD2,50hz,20.0,2.0,,/Volumes/Data/88/88_R_VLS_50hz_2.h5,88_R_VLS_50hz_2,
1500,1.4204502946576996,42.24012640615405,0.4734834315525665,88,R,VLSD2,50hz,,,3.0,/Volumes/Data/88/88_R_VLS_50hz_2.h5,88_R_VLS_50hz_2,60.0
500,1.0357080421687184,19.31046123589139,1.0357080421687184,88,R,VLSD2,50hz,20.0,3.0,,/Volumes/Data/88/88_R_VLS_50hz_2.h5,88_R_VLS_50hz_2,
1500,-1.599628329936,-37.50871304111035,-0.533209443312,88,R,VLSD2,50hz,,,4.0,/Volumes/Data/88/88_R_VLS_50hz_2.h5,88_R_VLS_50hz_2,60.0
375,-0.8110645788218285,-18.49421167151616,-1.0814194384291047,88,L,VLSD2,50hz,,,1.0,/Volumes/Data/88/88_L_VLS_50hz.h5,88_L_VLS_50hz,15.0
500,-5.203085091245587,-3.84387332693268,-5.203085091245587,88,L,VLSD2,50hz,20.0,1.0,,/Volumes/Data/88/88_L_VLS_50hz.h5,88_L_VLS_50hz,
1500,-1.0102805889650668,-59.38944156243178,-0.3367601963216889,88,L,VLSD2,50hz,,,2.0,/Volumes/Data/88/88_L_VLS_50hz.h5,88_L_VLS_50hz,60.0
500,-5.10276195030861,-3.9194460166401495,-5.10276195030861,88,L,VLSD2,50hz,20.0,2.0,,/Volumes/Data/88/88_L_VLS_50hz.h5,88_L_VLS_50hz,
1500,3.870625643081653,15.501369941896568,1.290208547693884,88,L,VLSD2,50hz,,,3.0,/Volumes/Data/88/88_L_VLS_50hz.h5,88_L_VLS_50hz,60.0
500,-2.66760139259972,-7.497372004484124,-2.66760139259972,88,L,VLSD2,50hz,20.0,3.0,,/Volumes/Data/88/88_L_VLS_50hz.h5,88_L_VLS_50hz,
1500,3.5693777670337328,16.80965252659763,1.1897925890112444,88,L,VLSD2,50hz,,,4.0,/Volumes/Data/88/88_L_VLS_50hz.h5,88_L_VLS_50hz,60.0
375,-0.9677077715786524,-15.500547211199953,-1.2902770287715364,80,L,SNr,0hz,,,1.0,/Volumes/Data/80/80_L_snr_0hz.h5,80_L_snr_0hz,15.0
500,0.6695981775552142,29.86865954895886,0.6695981775552142,80,L,SNr,0hz,20.0,1.0,,/Volumes/Data/80/80_L_snr_0hz.h5,80_L_snr_0hz,
1500,-1.7542058849534192,-34.20351083909015,-0.5847352949844731,80,L,SNr,0hz,,,2.0,/Volumes/Data/80/80_L_snr_0hz.h5,80_L_snr_0hz,60.0
500,0.9904698697825998,20.192436549725475,0.9904698697825998,80,L,SNr,0hz,20.0,2.0,,/Volumes/Data/80/80_L_snr_0hz.h5,80_L_snr_0hz,
1500,-2.29114079436611,-26.187827543178194,-0.7637135981220369,80,L,SNr,0hz,,,3.0,/Volumes/Data/80/80_L_snr_0hz.h5,80_L_snr_0hz,60.0
500,0.4080069774556153,49.01876954340979,0.4080069774556153,80,L,SNr,0hz,20.0,3.0,,/Volumes/Data/80/80_L_snr_0hz.h5,80_L_snr_0hz,
1500,0.0064832232419136,9254.655865018412,0.0021610744139712,80,L,SNr,0hz,,,4.0,/Volumes/Data/80/80_L_snr_0hz.h5,80_L_snr_0hz,60.0
375,1.2038366120792623,12.460162657864387,1.6051154827723495,80,L,SNr,50hz,,,1.0,/Volumes/Data/80/80_L_snr_50hz_2.h5,80_L_snr_50hz_2,15.0
500,0.5430025710245758,36.83223812782798,0.5430025710245758,80,L,SNr,50hz,20.0,1.0,,/Volumes/Data/80/80_L_snr_50hz_2.h5,80_L_snr_50hz_2,
1500,0.5282184505581249,113.5893680665697,0.1760728168527082,80,L,SNr,50hz,,,2.0,/Volumes/Data/80/80_L_snr_50hz_2.h5,80_L_snr_50hz_2,60.0
500,0.0721283782215585,277.28337296820257,0.0721283782215585,80,L,SNr,50hz,20.0,2.0,,/Volumes/Data/80/80_L_snr_50hz_2.h5,80_L_snr_50hz_2,
1500,1.1227895701666584,53.43833038197359,0.3742631900555527,80,L,SNr,50hz,,,3.0,/Volumes/Data/80/80_L_snr_50hz_2.h5,80_L_snr_50hz_2,60.0
500,-0.2107870816018922,-94.88247499803356,-0.2107870816018922,80,L,SNr,50hz,20.0,3.0,,/Volumes/Data/80/80_L_snr_50hz_2.h5,80_L_snr_50hz_2,
1500,-1.3008701444277655,-46.122974116216,-0.4336233814759218,80,L,SNr,50hz,,,4.0,/Volumes/Data/80/80_L_snr_50hz_2.h5,80_L_snr_50hz_2,60.0
375,-1.750410093615044,-8.569420420229164,-2.3338801248200585,80,R,SNr,0hz,,,1.0,/Volumes/Data/80/80_R_snr_0hz.h5,80_R_snr_0hz,15.0
500,-2.2239484959966025,-8.993014018086575,-2.2239484959966025,80,R,SNr,0hz,20.0,1.0,,/Volumes/Data/80/80_R_snr_0hz.h5,80_R_snr_0hz,
1500,-2.59394284774693,-23.130810323024395,-0.8646476159156435,80,R,SNr,0hz,,,2.0,/Volumes/Data/80/80_R_snr_0hz.h5,80_R_snr_0hz,60.0
500,-2.7116334977294687,-7.375628017852189,-2.7116334977294687,80,R,SNr,0hz,20.0,2.0,,/Volumes/Data/80/80_R_snr_0hz.h5,80_R_snr_0hz,
1500,-1.8338402151017448,-32.71822676037839,-0.6112800717005819,80,R,SNr,0hz,,,3.0,/Volumes/Data/80/80_R_snr_0hz.h5,80_R_snr_0hz,60.0
500,-2.763382653721338,-7.237506529566867,-2.763382653721338,80,R,SNr,0hz,20.0,3.0,,/Volumes/Data/80/80_R_snr_0hz.h5,80_R_snr_0hz,
1500,-4.817544651251519,-12.454477196057328,-1.6058482170838395,80,R,SNr,0hz,,,4.0,/Volumes/Data/80/80_R_snr_0hz.h5,80_R_snr_0hz,60.0
375,-0.63836427224877,-23.497555630986994,-0.85115236299836,80,L,SNr,50hz,,,1.0,/Volumes/Data/80/80_L_snr_50hz.h5,80_L_snr_50hz,15.0
500,0.2494002180952645,80.1923917819531,0.2494002180952645,80,L,SNr,50hz,20.0,1.0,,/Volumes/Data/80/80_L_snr_50hz.h5,80_L_snr_50hz,
1500,-2.478715764538794,-24.206083189681088,-0.8262385881795979,80,L,SNr,50hz,,,2.0,/Volumes/Data/80/80_L_snr_50hz.h5,80_L_snr_50hz,60.0
500,-1.29837166422818,-15.40390979796147,-1.29837166422818,80,L,SNr,50hz,20.0,2.0,,/Volumes/Data/80/80_L_snr_50hz.h5,80_L_snr_50hz,
1500,-0.4051746220398726,-148.08429930267323,-0.1350582073466242,80,L,SNr,50hz,,,3.0,/Volumes/Data/80/80_L_snr_50hz.h5,80_L_snr_50hz,60.0
500,0.1844141089604399,108.45157191465402,0.1844141089604399,80,L,SNr,50hz,20.0,3.0,,/Volumes/Data/80/80_L_snr_50hz.h5,80_L_snr_50hz,
1500,-1.7473310697462434,-34.33808339979527,-0.5824436899154144,80,L,SNr,50hz,,,4.0,/Volumes/Data/80/80_L_snr_50hz.h5,80_L_snr_50hz,60.0
375,-0.6088858307014199,-24.635160228183352,-0.8118477742685598,80,R,SNr,0hz,,,1.0,/Volumes/Data/80/80_R_snr_0hz_2.h5,80_R_snr_0hz_2,15.0
500,-1.2836943318517933,-15.580032959364244,-1.2836943318517933,80,R,SNr,0hz,20.0,1.0,,/Volumes/Data/80/80_R_snr_0hz_2.h5,80_R_snr_0hz_2,
1500,0.1724137138782049,348.0001599083047,0.0574712379594016,80,R,SNr,0hz,,,2.0,/Volumes/Data/80/80_R_snr_0hz_2.h5,80_R_snr_0hz_2,60.0
500,-0.8844804577411034,-22.612144592859064,-0.8844804577411034,80,R,SNr,0hz,20.0,2.0,,/Volumes/Data/80/80_R_snr_0hz_2.h5,80_R_snr_0hz_2,
1500,1.3409058063928645,44.7458723155241,0.4469686021309548,80,R,SNr,0hz,,,3.0,/Volumes/Data/80/80_R_snr_0hz_2.h5,80_R_snr_0hz_2,60.0
500,-0.1897495688162706,-105.4020840456584,-0.1897495688162706,80,R,SNr,0hz,20.0,3.0,,/Volumes/Data/80/80_R_snr_0hz_2.h5,80_R_snr_0hz_2,
1500,0.0879105181055832,682.5121873123096,0.0293035060351944,80,R,SNr,0hz,,,4.0,/Volumes/Data/80/80_R_snr_0hz_2.h5,80_R_snr_0hz_2,60.0
375,-1.051318149448626,-14.267802765382578,-1.401757532598168,80,L,SNr,0hz,,,1.0,/Volumes/Data/80/80_L_snr_0hz_2.h5,80_L_snr_0hz_2,15.0
500,2.003009407588035,9.984975569377584,2.003009407588035,80,L,SNr,0hz,20.0,1.0,,/Volumes/Data/80/80_L_snr_0hz_2.h5,80_L_snr_0hz_2,
1500,-0.0228287683145798,-2628.2626891298514,-0.0076095894381932,80,L,SNr,0hz,,,2.0,/Volumes/Data/80/80_L_snr_0hz_2.h5,80_L_snr_0hz_2,60.0
500,0.4493691929887746,44.50683382850325,0.4493691929887745,80,L,SNr,0hz,20.0,2.0,,/Volumes/Data/80/80_L_snr_0hz_2.h5,80_L_snr_0hz_2,
1500,-0.3047383605151436,-196.8902106665313,-0.1015794535050478,80,L,SNr,0hz,,,3.0,/Volumes/Data/80/80_L_snr_0hz_2.h5,80_L_snr_0hz_2,60.0
500,0.4307399199929582,46.4317307769546,0.4307399199929582,80,L,SNr,0hz,20.0,3.0,,/Volumes/Data/80/80_L_snr_0hz_2.h5,80_L_snr_0hz_2,
1500,0.0088419152633256,6785.860100793692,0.0029473050877752,80,L,SNr,0hz,,,4.0,/Volumes/Data/80/80_L_snr_0hz_2.h5,80_L_snr_0hz_2,60.0
375,-1.2141563272941516,-12.354257571946068,-1.6188751030588688,80,R,SNr,50hz,,,1.0,/Volumes/Data/80/80_R_snr_50hz_2.h5,80_R_snr_50hz_2,15.0
500,0.2724303293754239,73.4132651303993,0.2724303293754239,80,R,SNr,50hz,20.0,1.0,,/Volumes/Data/80/80_R_snr_50hz_2.h5,80_R_snr_50hz_2,
1500,-0.2061779015648255,-291.0108190287069,-0.0687259671882751,80,R,SNr,50hz,,,2.0,/Volumes/Data/80/80_R_snr_50hz_2.h5,80_R_snr_50hz_2,60.0
500,-1.0904172601422122,-18.34160255074429,-1.0904172601422122,80,R,SNr,50hz,20.0,2.0,,/Volumes/Data/80/80_R_snr_50hz_2.h5,80_R_snr_50hz_2,
1500,-1.3345412590445085,-44.95926940689583,-0.4448470863481694,80,R,SNr,50hz,,,3.0,/Volumes/Data/80/80_R_snr_50hz_2.h5,80_R_snr_50hz_2,60.0
500,0.0610647478885477,327.5212080872415,0.0610647478885477,80,R,SNr,50hz,20.0,3.0,,/Volumes/Data/80/80_R_snr_50hz_2.h5,80_R_snr_50hz_2,
1500,-1.6940511253817128,-35.41805740159139,-0.5646837084605709,80,R,SNr,50hz,,,4.0,/Volumes/Data/80/80_R_snr_50hz_2.h5,80_R_snr_50hz_2,60.0
375,-0.5141602025485933,-29.17378654677644,-0.6855469367314577,80,R,SNr,50hz,,,1.0,/Volumes/Data/80/80_R_snr_50hz.h5,80_R_snr_50hz,15.0
500,-0.2029750220209068,-98.5342915639145,-0.2029750220209068,80,R,SNr,50hz,20.0,1.0,,/Volumes/Data/80/80_R_snr_50hz.h5,80_R_snr_50hz,
1500,-2.65778354256689,-22.575201869920505,-0.8859278475222966,80,R,SNr,50hz,,,2.0,/Volumes/Data/80/80_R_snr_50hz.h5,80_R_snr_50hz,60.0
500,0.032498426899398,615.4144033467179,0.032498426899398,80,R,SNr,50hz,20.0,2.0,,/Volumes/Data/80/80_R_snr_50hz.h5,80_R_snr_50hz,
1500,-1.1109039393809512,-54.01007042376217,-0.3703013131269838,80,R,SNr,50hz,,,3.0,/Volumes/Data/80/80_R_snr_50hz.h5,80_R_snr_50hz,60.0
500,0.9724403286129488,20.566814653324,0.9724403286129488,80,R,SNr,50hz,20.0,3.0,,/Volumes/Data/80/80_R_snr_50hz.h5,80_R_snr_50hz,
1500,-1.1026798906811088,-54.412890365615446,-0.3675599635603696,80,R,SNr,50hz,,,4.0,/Volumes/Data/80/80_R_snr_50hz.h5,80_R_snr_50hz,60.0
375,-0.0546113560328147,-274.6681476099374,-0.0728151413770862,93,L,VLSD1,50hz,,,1.0,/Volumes/Data/93/93_L_VLS_50hz.h5,93_L_VLS_50hz,15.0
500,0.5631542034643616,35.5142514731592,0.5631542034643616,93,L,VLSD1,50hz,20.0,1.0,,/Volumes/Data/93/93_L_VLS_50hz.h5,93_L_VLS_50hz,
1500,0.5975107695231319,100.4166001022634,0.1991702565077106,93,L,VLSD1,50hz,,,2.0,/Volumes/Data/93/93_L_VLS_50hz.h5,93_L_VLS_50hz,60.0
500,0.7712664936875312,25.931374127737936,0.7712664936875312,93,L,VLSD1,50hz,20.0,2.0,,/Volumes/Data/93/93_L_VLS_50hz.h5,93_L_VLS_50hz,
1500,1.0279270758464587,58.369899392515066,0.3426423586154862,93,L,VLSD1,50hz,,,3.0,/Volumes/Data/93/93_L_VLS_50hz.h5,93_L_VLS_50hz,60.0
500,0.8245657104077319,24.25519245774892,0.8245657104077319,93,L,VLSD1,50hz,20.0,3.0,,/Volumes/Data/93/93_L_VLS_50hz.h5,93_L_VLS_50hz,
1500,-2.8258946224247867,-21.232214224788187,-0.9419648741415956,93,L,VLSD1,50hz,,,4.0,/Volumes/Data/93/93_L_VLS_50hz.h5,93_L_VLS_50hz,60.0
375,-1.6292910500076054,-9.206458232204726,-2.1723880666768074,93,R,VLSD1,50hz,,,1.0,/Volumes/Data/93/93_R_VLS_50hz_2.h5,93_R_VLS_50hz_2,15.0
500,-1.8103847294044164,-11.047375552366503,-1.8103847294044164,93,R,VLSD1,50hz,20.0,1.0,,/Volumes/Data/93/93_R_VLS_50hz_2.h5,93_R_VLS_50hz_2,
1500,-0.3229686006078094,-185.7765735959572,-0.1076562002026031,93,R,VLSD1,50hz,,,2.0,/Volumes/Data/93/93_R_VLS_50hz_2.h5,93_R_VLS_50hz_2,60.0
500,0.6485118131027487,30.8398391454301,0.6485118131027487,93,R,VLSD1,50hz,20.0,2.0,,/Volumes/Data/93/93_R_VLS_50hz_2.h5,93_R_VLS_50hz_2,
1500,0.8715031791875584,68.84656468601045,0.2905010597291861,93,R,VLSD1,50hz,,,3.0,/Volumes/Data/93/93_R_VLS_50hz_2.h5,93_R_VLS_50hz_2,60.0
500,-0.9944784657811616,-20.11104381660997,-0.9944784657811614,93,R,VLSD1,50hz,20.0,3.0,,/Volumes/Data/93/93_R_VLS_50hz_2.h5,93_R_VLS_50hz_2,
1488,3.3297271851233927,18.01949429012351,1.1099090617077976,93,R,VLSD1,50hz,,,4.0,/Volumes/Data/93/93_R_VLS_50hz_2.h5,93_R_VLS_50hz_2,60.0
375,0.5725376602018685,26.199149929650424,0.7633835469358247,93,R,VLSD1,50hz,,,1.0,/Volumes/Data/93/93_R_VLS_50hz.h5,93_R_VLS_50hz,15.0
500,-0.3206761170158962,-62.36822431964456,-0.3206761170158962,93,R,VLSD1,50hz,20.0,1.0,,/Volumes/Data/93/93_R_VLS_50hz.h5,93_R_VLS_50hz,
1500,-0.4956691463655751,-121.04848655588437,-0.165223048788525,93,R,VLSD1,50hz,,,2.0,/Volumes/Data/93/93_R_VLS_50hz.h5,93_R_VLS_50hz,60.0
500,-1.2207156409068842,-16.38383201606376,-1.2207156409068842,93,R,VLSD1,50hz,20.0,2.0,,/Volumes/Data/93/93_R_VLS_50hz.h5,93_R_VLS_50hz,
1500,0.557798775852928,107.56567170348164,0.1859329252843093,93,R,VLSD1,50hz,,,3.0,/Volumes/Data/93/93_R_VLS_50hz.h5,93_R_VLS_50hz,60.0
500,-0.4493662878042434,-44.5071215683019,-0.4493662878042434,93,R,VLSD1,50hz,20.0,3.0,,/Volumes/Data/93/93_R_VLS_50hz.h5,93_R_VLS_50hz,
1497,3.952579714488469,15.179959503426492,1.3175265714961562,93,R,VLSD1,50hz,,,4.0,/Volumes/Data/93/93_R_VLS_50hz.h5,93_R_VLS_50hz,60.0
375,2.1113024468566226,7.104619246916755,2.8150699291421635,93,L,VLSD1,50hz,,,1.0,/Volumes/Data/93/93_L_VLS_50hz_2.h5,93_L_VLS_50hz_2,15.0
500,1.0079212112676588,19.84282082410596,1.0079212112676588,93,L,VLSD1,50hz,20.0,1.0,,/Volumes/Data/93/93_L_VLS_50hz_2.h5,93_L_VLS_50hz_2,
1500,0.8669930047063992,69.20471061968783,0.2889976682354663,93,L,VLSD1,50hz,,,2.0,/Volumes/Data/93/93_L_VLS_50hz_2.h5,93_L_VLS_50hz_2,60.0
500,1.6306875543952402,12.264765218875567,1.6306875543952402,93,L,VLSD1,50hz,20.0,2.0,,/Volumes/Data/93/93_L_VLS_50hz_2.h5,93_L_VLS_50hz_2,
1500,0.1878861339119903,319.3423524702744,0.0626287113039967,93,L,VLSD1,50hz,,,3.0,/Volumes/Data/93/93_L_VLS_50hz_2.h5,93_L_VLS_50hz_2,60.0
500,2.431479712287477,8.225443913403861,2.431479712287477,93,L,VLSD1,50hz,20.0,3.0,,/Volumes/Data/93/93_L_VLS_50hz_2.h5,93_L_VLS_50hz_2,
1468,-1.0812216645977055,-55.49278373211698,-0.3604072215325685,93,L,VLSD1,50hz,,,4.0,/Volumes/Data/93/93_L_VLS_50hz_2.h5,93_L_VLS_50hz_2,60.0
375,1.266694713832451,11.841843055156296,1.6889262851099347,93,R,VLSD1,ctr,,,1.0,/Volumes/Data/93/93_R_VLS_ctr.h5,93_R_VLS_ctr,15.0
500,2.3093010885836858,8.66062900973479,2.3093010885836858,93,R,VLSD1,ctr,20.0,1.0,,/Volumes/Data/93/93_R_VLS_ctr.h5,93_R_VLS_ctr,
1500,1.8536368829171,32.368799171484426,0.6178789609723667,93,R,VLSD1,ctr,,,2.0,/Volumes/Data/93/93_R_VLS_ctr.h5,93_R_VLS_ctr,60.0
500,0.8449674042778869,23.66955210194421,0.8449674042778867,93,R,VLSD1,ctr,20.0,2.0,,/Volumes/Data/93/93_R_VLS_ctr.h5,93_R_VLS_ctr,
1500,-1.0374453312077785,-57.83437275692291,-0.3458151104025928,93,R,VLSD1,ctr,,,3.0,/Volumes/Data/93/93_R_VLS_ctr.h5,93_R_VLS_ctr,60.0
500,-1.1682310740138688,-17.11990071560326,-1.1682310740138688,93,R,VLSD1,ctr,20.0,3.0,,/Volumes/Data/93/93_R_VLS_ctr.h5,93_R_VLS_ctr,
1487,1.0823219290612545,55.4363709991912,0.3607739763537514,93,R,VLSD1,ctr,,,4.0,/Volumes/Data/93/93_R_VLS_ctr.h5,93_R_VLS_ctr,60.0
375,-0.4194789320472181,-35.758649252762815,-0.5593052427296241,93,L,VLSD1,ctr,,,1.0,/Volumes/Data/93/93_L_VLS_ctr.h5,93_L_VLS_ctr,15.0
500,-0.8811214012672366,-22.698347777316297,-0.8811214012672366,93,L,VLSD1,ctr,20.0,1.0,,/Volumes/Data/93/93_L_VLS_ctr.h5,93_L_VLS_ctr,
1500,2.1468296516255423,27.94818860200158,0.7156098838751808,93,L,VLSD1,ctr,,,2.0,/Volumes/Data/93/93_L_VLS_ctr.h5,93_L_VLS_ctr,60.0
500,0.9854630798355568,20.295027189996176,0.9854630798355568,93,L,VLSD1,ctr,20.0,2.0,,/Volumes/Data/93/93_L_VLS_ctr.h5,93_L_VLS_ctr,
1500,3.468936773577935,17.296365980782845,1.1563122578593117,93,L,VLSD1,ctr,,,3.0,/Volumes/Data/93/93_L_VLS_ctr.h5,93_L_VLS_ctr,60.0
500,1.5780880879419188,12.673563759094858,1.5780880879419188,93,L,VLSD1,ctr,20.0,3.0,,/Volumes/Data/93/93_L_VLS_ctr.h5,93_L_VLS_ctr,
1500,5.359397523648687,11.195288226940834,1.7864658412162289,93,L,VLSD1,ctr,,,4.0,/Volumes/Data/93/93_L_VLS_ctr.h5,93_L_VLS_ctr,60.0
375,0.6452074931444433,23.248335085038967,0.8602766575259244,96,L,SNr,50hz,,,1.0,/Volumes/Data/96/96_L_snr_50hz_2.h5,96_L_snr_50hz_2,15.0
500,-1.9296079503851804,-10.364799749092908,-1.9296079503851804,96,L,SNr,50hz,20.0,1.0,,/Volumes/Data/96/96_L_snr_50hz_2.h5,96_L_snr_50hz_2,
1500,-1.6591669474730173,-36.16272617495339,-0.5530556491576724,96,L,SNr,50hz,,,2.0,/Volumes/Data/96/96_L_snr_50hz_2.h5,96_L_snr_50hz_2,60.0
